CustomerID,Recency,Frequency,Monetary,R_Rank,R_Score,F_Rank,F_Score,M_Rank,M_Score,RFM_Score,Customer_Segment
15092,215,2,457.81,669.0,1,1896.0,3,1653.0,2,132,06 - Lost/Others (Hilang/Lainnya)
15093,18,6,4597.02,3237.0,4,3553.0,5,4031.0,5,455,01 - Champions (Terbaik)
15095,104,4,1370.6,1345.0,2,3023.0,4,3045.0,4,244,06 - Lost/Others (Hilang/Lainnya)
15096,43,1,219.39000000000001,2345.0,3,671.0,1,745.0,1,311,03 - New/Promising (Baru/Menjanjikan)
15097,4,1,248.08,4010.0,5,672.0,1,858.0,1,511,03 - New/Promising (Baru/Menjanjikan)
15098,182,3,39916.5,858.0,1,2548.0,3,4315.0,5,135,06 - Lost/Others (Hilang/Lainnya)
15099,84,1,410.48,1529.0,2,673.0,1,1516.0,2,212,05 - At Risk (Berisiko Hilang)
15100,334,3,876.0,134.0,1,2549.0,3,2517.0,3,133,05 - At Risk (Berisiko Hilang)
15101,9,2,317.53,3723.0,5,1897.0,3,1150.0,2,532,06 - Lost/Others (Hilang/Lainnya)
15103,31,2,703.36,2668.0,4,1898.0,3,2235.0,3,433,04 - Need Attention (Butuh Perhatian)
15104,197,2,1027.44,769.0,1,1899.0,3,2706.0,4,134,06 - Lost/Others (Hilang/Lainnya)
15105,18,7,2298.93,3238.0,4,3696.0,5,3568.0,5,455,01 - Champions (Terbaik)
15106,18,5,1422.52,3239.0,4,3342.0,4,3093.0,4,444,02 - Loyal Customers (Setia)
15107,311,6,319.5,225.0,1,3554.0,5,1160.0,2,152,06 - Lost/Others (Hilang/Lainnya)
15108,142,4,1300.25,1086.0,2,3024.0,4,2983.0,4,244,06 - Lost/Others (Hilang/Lainnya)
15109,246,1,484.95,523.0,1,674.0,1,1723.0,2,112,05 - At Risk (Berisiko Hilang)
15110,24,4,996.1,2946.0,4,3025.0,4,2668.0,4,444,02 - Loyal Customers (Setia)
15111,29,3,1567.48,2761.0,4,2550.0,3,3189.0,4,434,02 - Loyal Customers (Setia)
15113,10,3,3609.33,3660.0,5,2551.0,3,3890.0,5,535,06 - Lost/Others (Hilang/Lainnya)
15114,30,10,2760.56,2704.0,4,3972.0,5,3720.0,5,455,01 - Champions (Terbaik)
15115,18,1,340.11,3240.0,4,675.0,1,1254.0,2,412,03 - New/Promising (Baru/Menjanjikan)
15116,18,4,1352.75,3241.0,4,3026.0,4,3035.0,4,444,02 - Loyal Customers (Setia)
15117,15,5,1551.78,3420.0,4,3343.0,4,3180.0,4,444,02 - Loyal Customers (Setia)
15118,134,1,244.8,1131.0,2,676.0,1,847.0,1,211,06 - Lost/Others (Hilang/Lainnya)
15119,246,1,266.4,524.0,1,677.0,1,924.0,2,112,05 - At Risk (Berisiko Hilang)
15120,134,1,358.82,1132.0,2,678.0,1,1333.0,2,212,05 - At Risk (Berisiko Hilang)
15121,50,2,457.72,2195.0,3,1900.0,3,1652.0,2,332,06 - Lost/Others (Hilang/Lainnya)
15122,114,3,1633.78,1261.0,2,2552.0,3,3237.0,4,234,04 - Need Attention (Butuh Perhatian)
15123,7,2,2199.31,3856.0,5,1901.0,3,3527.0,5,535,06 - Lost/Others (Hilang/Lainnya)
15124,23,2,184.19,3002.0,4,1902.0,3,577.0,1,431,06 - Lost/Others (Hilang/Lainnya)
15125,25,15,11528.48,2895.0,4,4162.0,5,4255.0,5,455,01 - Champions (Terbaik)
15127,66,1,406.53,1823.0,3,679.0,1,1503.0,2,312,05 - At Risk (Berisiko Hilang)
15128,60,4,1471.0,1961.0,3,3027.0,4,3123.0,4,344,02 - Loyal Customers (Setia)
15129,50,11,3447.4,2196.0,3,4030.0,5,3866.0,5,355,02 - Loyal Customers (Setia)
15130,170,1,330.11,927.0,2,680.0,1,1210.0,2,212,05 - At Risk (Berisiko Hilang)
15132,18,5,977.9300000000001,3242.0,4,3344.0,4,2644.0,4,444,02 - Loyal Customers (Setia)
15133,128,3,982.42,1174.0,2,2553.0,3,2655.0,4,234,04 - Need Attention (Butuh Perhatian)
15134,15,8,1387.99,3421.0,4,3828.0,5,3062.0,4,454,02 - Loyal Customers (Setia)
15135,239,1,139.05,562.0,1,681.0,1,351.0,1,111,06 - Lost/Others (Hilang/Lainnya)
15136,3,4,1286.7,4115.0,5,3028.0,4,2972.0,4,544,01 - Champions (Terbaik)
15139,240,2,178.96,551.0,1,1903.0,3,552.0,1,131,06 - Lost/Others (Hilang/Lainnya)
15140,52,7,2354.25,2133.0,3,3697.0,5,3588.0,5,355,02 - Loyal Customers (Setia)
15142,46,1,498.74,2257.0,3,682.0,1,1756.0,3,313,06 - Lost/Others (Hilang/Lainnya)
15143,226,1,259.45,620.0,1,683.0,1,906.0,2,112,05 - At Risk (Berisiko Hilang)
15144,8,17,6580.44,3792.0,5,4196.0,5,4153.0,5,555,01 - Champions (Terbaik)
15145,4,4,1194.73,4011.0,5,3029.0,4,2886.0,4,544,01 - Champions (Terbaik)
15146,165,2,1327.16,955.0,2,1904.0,3,3012.0,4,234,04 - Need Attention (Butuh Perhatian)
15147,240,1,623.5,552.0,1,684.0,1,2055.0,3,113,06 - Lost/Others (Hilang/Lainnya)
15148,11,1,301.29,3588.0,5,685.0,1,1046.0,2,512,03 - New/Promising (Baru/Menjanjikan)
15149,134,1,520.8000000000001,1133.0,2,686.0,1,1810.0,3,213,06 - Lost/Others (Hilang/Lainnya)
15150,17,10,5314.47,3304.0,4,3973.0,5,4088.0,5,455,01 - Champions (Terbaik)
15152,10,13,4745.69,3661.0,5,4112.0,5,4043.0,5,555,01 - Champions (Terbaik)
15153,31,1,329.25,2669.0,4,687.0,1,1202.0,2,412,03 - New/Promising (Baru/Menjanjikan)
15154,75,1,296.42,1653.0,2,688.0,1,1022.0,2,212,05 - At Risk (Berisiko Hilang)
15156,1,3,961.49,4293.0,5,2554.0,3,2625.0,4,534,06 - Lost/Others (Hilang/Lainnya)
15157,4,3,1936.07,4012.0,5,2555.0,3,3410.0,4,534,06 - Lost/Others (Hilang/Lainnya)
15158,45,1,401.40000000000003,2282.0,3,689.0,1,1488.0,2,312,05 - At Risk (Berisiko Hilang)
15159,2,30,18641.010000000002,4201.0,5,4294.0,5,4292.0,5,555,01 - Champions (Terbaik)
15160,357,1,158.16,109.0,1,690.0,1,445.0,1,111,06 - Lost/Others (Hilang/Lainnya)
15163,18,2,304.47,3243.0,4,1905.0,3,1065.0,2,432,06 - Lost/Others (Hilang/Lainnya)
15164,69,3,843.05,1779.0,3,2556.0,3,2472.0,3,333,06 - Lost/Others (Hilang/Lainnya)
15165,373,1,487.75,14.0,1,691.0,1,1731.0,2,112,05 - At Risk (Berisiko Hilang)
15167,321,1,163.0,176.0,1,692.0,1,470.0,1,111,06 - Lost/Others (Hilang/Lainnya)
15168,26,1,106.56,2851.0,4,693.0,1,184.0,1,411,03 - New/Promising (Baru/Menjanjikan)
15171,331,1,1289.5,148.0,1,694.0,1,2973.0,4,114,06 - Lost/Others (Hilang/Lainnya)
15172,9,5,1624.05,3724.0,5,3345.0,4,3229.0,4,544,01 - Champions (Terbaik)
15174,323,1,135.75,171.0,1,695.0,1,328.0,1,111,06 - Lost/Others (Hilang/Lainnya)
15175,72,1,224.14,1721.0,2,696.0,1,764.0,1,211,06 - Lost/Others (Hilang/Lainnya)
15178,260,1,40.5,458.0,1,697.0,1,30.0,1,111,06 - Lost/Others (Hilang/Lainnya)
15179,18,5,2206.95,3244.0,4,3346.0,4,3530.0,5,445,06 - Lost/Others (Hilang/Lainnya)
15180,367,1,87.5,55.0,1,698.0,1,114.0,1,111,06 - Lost/Others (Hilang/Lainnya)
15181,66,3,689.4799999999999,1824.0,3,2557.0,3,2204.0,3,333,06 - Lost/Others (Hilang/Lainnya)
15182,154,2,622.85,1024.0,2,1906.0,3,2051.0,3,233,04 - Need Attention (Butuh Perhatian)
15184,29,2,406.76,2762.0,4,1907.0,3,1504.0,2,432,06 - Lost/Others (Hilang/Lainnya)
15185,70,1,310.62,1774.0,3,699.0,1,1110.0,2,312,05 - At Risk (Berisiko Hilang)
15186,14,2,411.41,3463.0,4,1908.0,3,1517.0,2,432,06 - Lost/Others (Hilang/Lainnya)
15187,2,16,4777.18,4202.0,5,4180.0,5,4047.0,5,555,01 - Champions (Terbaik)
15189,1,41,16225.39,4294.0,5,4316.0,5,4280.0,5,555,01 - Champions (Terbaik)
15192,120,3,1044.32,1222.0,2,2558.0,3,2730.0,4,234,04 - Need Attention (Butuh Perhatian)
15193,61,1,499.32,1926.0,3,700.0,1,1759.0,3,313,06 - Lost/Others (Hilang/Lainnya)
15194,3,15,7616.53,4116.0,5,4163.0,5,4192.0,5,555,01 - Champions (Terbaik)
15195,3,1,3861.0,4117.0,5,701.0,1,3946.0,5,515,06 - Lost/Others (Hilang/Lainnya)
15197,11,3,1079.6100000000001,3589.0,5,2559.0,3,2780.0,4,534,06 - Lost/Others (Hilang/Lainnya)
15198,92,2,193.64,1442.0,2,1909.0,3,617.0,1,231,06 - Lost/Others (Hilang/Lainnya)
15199,59,4,1268.7,1989.0,3,3030.0,4,2956.0,4,344,02 - Loyal Customers (Setia)
15201,87,5,1236.54,1488.0,2,3347.0,4,2922.0,4,244,06 - Lost/Others (Hilang/Lainnya)
15203,26,6,1827.8,2852.0,4,3555.0,5,3350.0,4,454,02 - Loyal Customers (Setia)
15204,357,1,316.58,110.0,1,702.0,1,1144.0,2,112,05 - At Risk (Berisiko Hilang)
15205,85,2,653.24,1515.0,2,1910.0,3,2117.0,3,233,04 - Need Attention (Butuh Perhatian)
15206,10,4,420.29999999999995,3662.0,5,3031.0,4,1553.0,2,542,06 - Lost/Others (Hilang/Lainnya)
15208,1,5,870.12,4295.0,5,3348.0,4,2512.0,3,543,02 - Loyal Customers (Setia)
15210,225,1,331.18,623.0,1,703.0,1,1217.0,2,112,05 - At Risk (Berisiko Hilang)
15211,60,2,894.4100000000001,1962.0,3,1911.0,3,2540.0,3,333,06 - Lost/Others (Hilang/Lainnya)
15212,241,1,101.8,546.0,1,704.0,1,167.0,1,111,06 - Lost/Others (Hilang/Lainnya)
15213,319,2,328.35,187.0,1,1912.0,3,1199.0,2,132,06 - Lost/Others (Hilang/Lainnya)
15214,2,8,1661.44,4203.0,5,3829.0,5,3253.0,4,554,01 - Champions (Terbaik)
15215,47,3,734.94,2235.0,3,2560.0,3,2298.0,3,333,06 - Lost/Others (Hilang/Lainnya)
15216,88,1,96.6,1472.0,2,705.0,1,146.0,1,211,06 - Lost/Others (Hilang/Lainnya)
15218,11,11,5756.89,3590.0,5,4031.0,5,4119.0,5,555,01 - Champions (Terbaik)
15219,176,1,305.75,891.0,2,706.0,1,1073.0,2,212,05 - At Risk (Berisiko Hilang)
15220,52,6,1778.96,2134.0,3,3556.0,5,3319.0,4,354,06 - Lost/Others (Hilang/Lainnya)
15221,366,1,403.25,65.0,1,707.0,1,1490.0,2,112,05 - At Risk (Berisiko Hilang)
15222,319,1,585.0,188.0,1,708.0,1,1950.0,3,113,06 - Lost/Others (Hilang/Lainnya)
15223,226,2,755.75,621.0,1,1913.0,3,2331.0,3,133,05 - At Risk (Berisiko Hilang)
15224,358,2,322.08,104.0,1,1914.0,3,1170.0,2,132,06 - Lost/Others (Hilang/Lainnya)
15225,234,1,409.40000000000003,591.0,1,709.0,1,1511.0,2,112,05 - At Risk (Berisiko Hilang)
15226,311,1,154.41,226.0,1,710.0,1,418.0,1,111,06 - Lost/Others (Hilang/Lainnya)
15227,37,5,1219.4,2483.0,3,3349.0,4,2908.0,4,344,02 - Loyal Customers (Setia)
15228,66,4,3386.71,1825.0,3,3032.0,4,3856.0,5,345,06 - Lost/Others (Hilang/Lainnya)
15230,239,2,429.6,563.0,1,1915.0,3,1581.0,2,132,06 - Lost/Others (Hilang/Lainnya)
15232,113,2,612.06,1270.0,2,1916.0,3,2023.0,3,233,04 - Need Attention (Butuh Perhatian)
15234,277,1,197.0,357.0,1,711.0,1,634.0,1,111,06 - Lost/Others (Hilang/Lainnya)
15235,218,12,2247.51,651.0,1,4075.0,5,3551.0,5,155,06 - Lost/Others (Hilang/Lainnya)
15236,299,1,321.05,269.0,1,712.0,1,1166.0,2,112,05 - At Risk (Berisiko Hilang)
15237,2,4,1412.32,4204.0,5,3033.0,4,3077.0,4,544,01 - Champions (Terbaik)
15238,29,3,1071.99,2763.0,4,2561.0,3,2771.0,4,434,02 - Loyal Customers (Setia)
15239,10,2,780.59,3663.0,5,1917.0,3,2375.0,3,533,06 - Lost/Others (Hilang/Lainnya)
15240,45,5,1706.57,2283.0,3,3350.0,4,3280.0,4,344,02 - Loyal Customers (Setia)
15241,67,8,1756.44,1802.0,3,3830.0,5,3304.0,4,354,06 - Lost/Others (Hilang/Lainnya)
15243,74,1,316.68,1680.0,2,713.0,1,1146.0,2,212,05 - At Risk (Berisiko Hilang)
15244,65,2,631.57,1849.0,3,1918.0,3,2071.0,3,333,06 - Lost/Others (Hilang/Lainnya)
15245,134,3,2515.84,1134.0,2,2562.0,3,3639.0,5,235,06 - Lost/Others (Hilang/Lainnya)
15246,238,2,514.15,569.0,1,1919.0,3,1796.0,3,133,05 - At Risk (Berisiko Hilang)
15247,122,1,356.0,1213.0,2,714.0,1,1321.0,2,212,05 - At Risk (Berisiko Hilang)
15249,32,13,6688.46,2624.0,4,4113.0,5,4158.0,5,455,01 - Champions (Terbaik)
15251,9,11,10484.99,3725.0,5,4032.0,5,4240.0,5,555,01 - Champions (Terbaik)
15252,36,2,740.78,2515.0,3,1920.0,3,2304.0,3,333,06 - Lost/Others (Hilang/Lainnya)
15253,16,5,918.1999999999999,3364.0,4,3351.0,4,2572.0,3,443,06 - Lost/Others (Hilang/Lainnya)
15254,127,1,300.36,1185.0,2,715.0,1,1038.0,2,212,05 - At Risk (Berisiko Hilang)
15255,67,1,890.85,1803.0,3,716.0,1,2536.0,3,313,06 - Lost/Others (Hilang/Lainnya)
15256,149,1,98.45,1053.0,2,717.0,1,153.0,1,211,06 - Lost/Others (Hilang/Lainnya)
15257,283,1,317.15,330.0,1,718.0,1,1148.0,2,112,05 - At Risk (Berisiko Hilang)
15258,169,2,623.16,941.0,2,1921.0,3,2053.0,3,233,04 - Need Attention (Butuh Perhatian)
15260,100,7,1810.77,1362.0,2,3698.0,5,3342.0,4,254,06 - Lost/Others (Hilang/Lainnya)
15261,135,1,254.82,1121.0,2,719.0,1,888.0,2,212,05 - At Risk (Berisiko Hilang)
15262,324,1,178.95000000000002,167.0,1,720.0,1,551.0,1,111,06 - Lost/Others (Hilang/Lainnya)
15263,107,1,156.51,1318.0,2,721.0,1,433.0,1,211,06 - Lost/Others (Hilang/Lainnya)
15264,64,1,393.74,1890.0,3,722.0,1,1463.0,2,312,05 - At Risk (Berisiko Hilang)
15265,151,2,1506.1200000000001,1039.0,2,1922.0,3,3148.0,4,234,04 - Need Attention (Butuh Perhatian)
15266,338,1,119.3,122.0,1,723.0,1,260.0,1,111,06 - Lost/Others (Hilang/Lainnya)
15267,22,5,1717.36,3065.0,4,3352.0,4,3289.0,4,444,02 - Loyal Customers (Setia)
15269,24,1,408.8,2947.0,4,724.0,1,1508.0,2,412,03 - New/Promising (Baru/Menjanjikan)
15270,16,7,2379.49,3365.0,4,3699.0,5,3598.0,5,455,01 - Champions (Terbaik)
15271,7,15,2507.07,3857.0,5,4164.0,5,3638.0,5,555,01 - Champions (Terbaik)
15272,57,2,721.94,2037.0,3,1923.0,3,2276.0,3,333,06 - Lost/Others (Hilang/Lainnya)
15274,4,2,716.57,4013.0,5,1924.0,3,2270.0,3,533,06 - Lost/Others (Hilang/Lainnya)
15275,38,1,615.14,2455.0,3,725.0,1,2028.0,3,313,06 - Lost/Others (Hilang/Lainnya)
15276,66,1,135.31,1826.0,3,726.0,1,326.0,1,311,03 - New/Promising (Baru/Menjanjikan)
15277,47,1,255.89999999999998,2236.0,3,727.0,1,891.0,2,312,05 - At Risk (Berisiko Hilang)
15279,355,1,290.51,111.0,1,728.0,1,1005.0,2,112,05 - At Risk (Berisiko Hilang)
15280,172,1,113.12,913.0,2,729.0,1,226.0,1,211,06 - Lost/Others (Hilang/Lainnya)
15281,59,9,2332.15,1990.0,3,3920.0,5,3581.0,5,355,02 - Loyal Customers (Setia)
15286,50,1,240.55,2197.0,3,730.0,1,829.0,1,311,03 - New/Promising (Baru/Menjanjikan)
15287,22,2,486.69,3066.0,4,1925.0,3,1726.0,2,432,06 - Lost/Others (Hilang/Lainnya)
15288,43,5,2306.52,2346.0,3,3353.0,4,3571.0,5,345,06 - Lost/Others (Hilang/Lainnya)
15289,29,3,939.78,2764.0,4,2563.0,3,2601.0,3,433,04 - Need Attention (Butuh Perhatian)
15290,5,18,7943.22,3928.0,5,4215.0,5,4200.0,5,555,01 - Champions (Terbaik)
15291,26,15,4668.3,2853.0,4,4165.0,5,4037.0,5,455,01 - Champions (Terbaik)
15292,201,1,180.94,741.0,1,731.0,1,565.0,1,111,06 - Lost/Others (Hilang/Lainnya)
15296,51,6,3672.86,2165.0,3,3557.0,5,3908.0,5,355,02 - Loyal Customers (Setia)
15297,10,3,641.94,3664.0,5,2564.0,3,2096.0,3,533,06 - Lost/Others (Hilang/Lainnya)
15298,2,12,4799.9,4205.0,5,4076.0,5,4048.0,5,555,01 - Champions (Terbaik)
15299,67,7,4507.01,1804.0,3,3700.0,5,4025.0,5,355,02 - Loyal Customers (Setia)
15300,64,1,496.44,1891.0,3,732.0,1,1750.0,3,313,06 - Lost/Others (Hilang/Lainnya)
15301,51,12,5070.35,2166.0,3,4077.0,5,4071.0,5,355,02 - Loyal Customers (Setia)
15303,290,1,574.02,296.0,1,733.0,1,1924.0,3,113,06 - Lost/Others (Hilang/Lainnya)
15304,61,8,694.4000000000001,1927.0,3,3831.0,5,2216.0,3,353,06 - Lost/Others (Hilang/Lainnya)
15306,64,3,1174.35,1892.0,3,2565.0,3,2875.0,4,334,04 - Need Attention (Butuh Perhatian)
15307,96,1,205.3,1396.0,2,734.0,1,675.0,1,211,06 - Lost/Others (Hilang/Lainnya)
15308,274,1,310.47,379.0,1,735.0,1,1109.0,2,112,05 - At Risk (Berisiko Hilang)
15311,1,91,60767.9,4296.0,5,4333.0,5,4325.0,5,555,01 - Champions (Terbaik)
15312,75,4,924.85,1654.0,2,3034.0,4,2585.0,3,243,06 - Lost/Others (Hilang/Lainnya)
15313,110,1,52.0,1290.0,2,736.0,1,43.0,1,211,06 - Lost/Others (Hilang/Lainnya)
15314,199,1,327.97,751.0,1,737.0,1,1195.0,2,112,05 - At Risk (Berisiko Hilang)
15315,64,2,570.5,1893.0,3,1926.0,3,1915.0,3,333,06 - Lost/Others (Hilang/Lainnya)
15316,327,1,165.0,157.0,1,738.0,1,481.0,1,111,06 - Lost/Others (Hilang/Lainnya)
15318,4,1,312.62,4014.0,5,739.0,1,1127.0,2,512,03 - New/Promising (Baru/Menjanjikan)
15319,284,1,204.5,321.0,1,740.0,1,672.0,1,111,06 - Lost/Others (Hilang/Lainnya)
15320,44,1,267.13,2313.0,3,741.0,1,929.0,2,312,05 - At Risk (Berisiko Hilang)
15321,71,3,2748.31,1758.0,3,2566.0,3,3717.0,5,335,06 - Lost/Others (Hilang/Lainnya)
15322,86,1,679.68,1504.0,2,742.0,1,2185.0,3,213,06 - Lost/Others (Hilang/Lainnya)
15325,104,1,162.29,1346.0,2,743.0,1,467.0,1,211,06 - Lost/Others (Hilang/Lainnya)
15326,334,1,311.71,135.0,1,744.0,1,1120.0,2,112,05 - At Risk (Berisiko Hilang)
15327,53,1,208.75,2102.0,3,745.0,1,694.0,1,311,03 - New/Promising (Baru/Menjanjikan)
15329,39,3,1049.7,2436.0,3,2567.0,3,2738.0,4,334,04 - Need Attention (Butuh Perhatian)
15330,32,2,714.96,2625.0,4,1927.0,3,2266.0,3,433,04 - Need Attention (Butuh Perhatian)
15332,366,4,1661.06,66.0,1,3035.0,4,3251.0,4,144,06 - Lost/Others (Hilang/Lainnya)
15333,208,1,1028.56,708.0,1,746.0,1,2708.0,4,114,06 - Lost/Others (Hilang/Lainnya)
15334,157,3,351.67,998.0,2,2568.0,3,1302.0,2,232,06 - Lost/Others (Hilang/Lainnya)
15335,54,1,173.97,2078.0,3,747.0,1,529.0,1,311,03 - New/Promising (Baru/Menjanjikan)
15339,66,2,574.07,1827.0,3,1928.0,3,1925.0,3,333,06 - Lost/Others (Hilang/Lainnya)
15341,81,1,2020.52,1555.0,2,748.0,1,3448.0,4,214,06 - Lost/Others (Hilang/Lainnya)
15342,130,1,406.09,1159.0,2,749.0,1,1501.0,2,212,05 - At Risk (Berisiko Hilang)
15343,87,1,364.5,1489.0,2,750.0,1,1354.0,2,212,05 - At Risk (Berisiko Hilang)
15344,1,3,563.94,4297.0,5,2569.0,3,1906.0,3,533,06 - Lost/Others (Hilang/Lainnya)
15345,46,1,393.54,2258.0,3,751.0,1,1462.0,2,312,05 - At Risk (Berisiko Hilang)
15346,333,1,252.42000000000002,140.0,1,752.0,1,879.0,2,112,05 - At Risk (Berisiko Hilang)
15347,366,1,201.60000000000002,67.0,1,753.0,1,659.0,1,111,06 - Lost/Others (Hilang/Lainnya)
15348,72,1,158.04,1722.0,2,754.0,1,444.0,1,211,06 - Lost/Others (Hilang/Lainnya)
15349,158,2,473.81,991.0,2,1929.0,3,1695.0,2,232,06 - Lost/Others (Hilang/Lainnya)
15350,373,1,115.65,15.0,1,755.0,1,245.0,1,111,06 - Lost/Others (Hilang/Lainnya)
15351,12,7,1960.1100000000001,3509.0,5,3701.0,5,3421.0,4,554,01 - Champions (Terbaik)
15353,255,2,777.02,476.0,1,1930.0,3,2364.0,3,133,05 - At Risk (Berisiko Hilang)
15355,29,2,277.05,2765.0,4,1931.0,3,956.0,2,432,06 - Lost/Others (Hilang/Lainnya)
15356,31,10,2766.5,2670.0,4,3974.0,5,3721.0,5,455,01 - Champions (Terbaik)
15358,5,22,8347.2,3929.0,5,4257.0,5,4210.0,5,555,01 - Champions (Terbaik)
15360,40,1,427.93,2402.0,3,756.0,1,1576.0,2,312,05 - At Risk (Berisiko Hilang)
15361,362,1,418.92,84.0,1,757.0,1,1551.0,2,112,05 - At Risk (Berisiko Hilang)
15363,373,1,326.0,16.0,1,758.0,1,1187.0,2,112,05 - At Risk (Berisiko Hilang)
15364,96,2,913.19,1397.0,2,1932.0,3,2563.0,3,233,04 - Need Attention (Butuh Perhatian)
15365,26,7,2314.32,2854.0,4,3702.0,5,3574.0,5,455,01 - Champions (Terbaik)
15366,75,2,602.51,1655.0,2,1933.0,3,1995.0,3,233,04 - Need Attention (Butuh Perhatian)
15367,57,4,1877.59,2038.0,3,3036.0,4,3385.0,4,344,02 - Loyal Customers (Setia)
15368,21,1,446.94000000000005,3109.0,4,759.0,1,1624.0,2,412,03 - New/Promising (Baru/Menjanjikan)
15370,41,7,2386.05,2378.0,3,3703.0,5,3603.0,5,355,02 - Loyal Customers (Setia)
15372,137,1,2007.3999999999999,1113.0,2,760.0,1,3445.0,4,214,06 - Lost/Others (Hilang/Lainnya)
15373,8,12,2415.91,3793.0,5,4078.0,5,3609.0,5,555,01 - Champions (Terbaik)
15374,129,1,168.0,1166.0,2,761.0,1,495.0,1,211,06 - Lost/Others (Hilang/Lainnya)
15376,40,3,1233.3600000000001,2403.0,3,2570.0,3,2920.0,4,334,04 - Need Attention (Butuh Perhatian)
15379,169,7,3703.29,942.0,2,3704.0,5,3912.0,5,255,06 - Lost/Others (Hilang/Lainnya)
15380,9,5,1690.2600000000002,3726.0,5,3354.0,4,3266.0,4,544,01 - Champions (Terbaik)
15381,214,2,596.85,675.0,1,1934.0,3,1974.0,3,133,05 - At Risk (Berisiko Hilang)
15382,15,6,5955.71,3422.0,4,3558.0,5,4127.0,5,455,01 - Champions (Terbaik)
15384,170,2,642.41,928.0,2,1935.0,3,2098.0,3,233,04 - Need Attention (Butuh Perhatian)
15385,40,1,316.88,2404.0,3,762.0,1,1147.0,2,312,05 - At Risk (Berisiko Hilang)
15386,186,1,394.14,827.0,1,763.0,1,1464.0,2,112,05 - At Risk (Berisiko Hilang)
15388,270,1,140.54,388.0,1,764.0,1,358.0,1,111,06 - Lost/Others (Hilang/Lainnya)
15389,172,1,500.0,914.0,2,765.0,1,1762.0,3,213,06 - Lost/Others (Hilang/Lainnya)
15392,5,4,1535.53,3930.0,5,3037.0,4,3168.0,4,544,01 - Champions (Terbaik)
15393,16,2,231.86,3366.0,4,1936.0,3,798.0,1,431,06 - Lost/Others (Hilang/Lainnya)
15394,10,4,2183.54,3665.0,5,3038.0,4,3525.0,5,545,01 - Champions (Terbaik)
15395,326,1,107.45,162.0,1,766.0,1,186.0,1,111,06 - Lost/Others (Hilang/Lainnya)
15396,113,1,288.18,1271.0,2,767.0,1,992.0,2,212,05 - At Risk (Berisiko Hilang)
15397,290,1,94.0,297.0,1,768.0,1,139.0,1,111,06 - Lost/Others (Hilang/Lainnya)
15398,16,2,1345.53,3367.0,4,1937.0,3,3029.0,4,434,02 - Loyal Customers (Setia)
15399,1,3,815.77,4298.0,5,2571.0,3,2435.0,3,533,06 - Lost/Others (Hilang/Lainnya)
15400,92,5,716.2,1443.0,2,3355.0,4,2268.0,3,243,06 - Lost/Others (Hilang/Lainnya)
15402,149,2,626.77,1054.0,2,1938.0,3,2062.0,3,233,04 - Need Attention (Butuh Perhatian)
15405,189,1,349.1,809.0,1,769.0,1,1288.0,2,112,05 - At Risk (Berisiko Hilang)
15406,31,2,510.71000000000004,2671.0,4,1939.0,3,1788.0,3,433,04 - Need Attention (Butuh Perhatian)
15407,34,4,1056.44,2561.0,3,3039.0,4,2747.0,4,344,02 - Loyal Customers (Setia)
15408,264,1,267.18,425.0,1,770.0,1,931.0,2,112,05 - At Risk (Berisiko Hilang)
15410,84,8,3450.84,1530.0,2,3832.0,5,3868.0,5,255,06 - Lost/Others (Hilang/Lainnya)
15411,26,4,1358.88,2855.0,4,3040.0,4,3040.0,4,444,02 - Loyal Customers (Setia)
15412,171,1,190.53,920.0,2,771.0,1,602.0,1,211,06 - Lost/Others (Hilang/Lainnya)
15414,10,3,774.9000000000001,3666.0,5,2572.0,3,2358.0,3,533,06 - Lost/Others (Hilang/Lainnya)
15415,313,1,572.8100000000001,206.0,1,772.0,1,1922.0,3,113,06 - Lost/Others (Hilang/Lainnya)
15416,65,4,3984.32,1850.0,3,3041.0,4,3961.0,5,345,06 - Lost/Others (Hilang/Lainnya)
15417,85,1,508.8,1516.0,2,773.0,1,1783.0,3,213,06 - Lost/Others (Hilang/Lainnya)
15419,25,1,135.86,2896.0,4,774.0,1,330.0,1,411,03 - New/Promising (Baru/Menjanjikan)
15421,59,4,950.36,1991.0,3,3042.0,4,2615.0,4,344,02 - Loyal Customers (Setia)
15422,323,2,97.7,172.0,1,1940.0,3,149.0,1,131,06 - Lost/Others (Hilang/Lainnya)
15423,38,1,43.5,2456.0,3,775.0,1,33.0,1,311,03 - New/Promising (Baru/Menjanjikan)
15424,254,2,383.34,482.0,1,1941.0,3,1420.0,2,132,06 - Lost/Others (Hilang/Lainnya)
15426,19,5,1447.39,3181.0,4,3356.0,4,3110.0,4,444,02 - Loyal Customers (Setia)
15427,33,3,1483.14,2583.0,3,2573.0,3,3130.0,4,334,04 - Need Attention (Butuh Perhatian)
15428,15,1,93.78,3423.0,4,776.0,1,138.0,1,411,03 - New/Promising (Baru/Menjanjikan)
15429,27,2,397.35,2820.0,4,1942.0,3,1476.0,2,432,06 - Lost/Others (Hilang/Lainnya)
15432,23,1,171.19,3003.0,4,777.0,1,513.0,1,411,03 - New/Promising (Baru/Menjanjikan)
15433,214,2,533.3,676.0,1,1943.0,3,1835.0,3,133,05 - At Risk (Berisiko Hilang)
